2413,990,1,7-Dec-2016
4877,370,1,25-Feb-2016
1064,434,1,12-Jan-2016
2906,309,1,15-Sep-2016
1139,600,1,6-Mar-2016
4948,555,1,2-Apr-2016
83,23,1,4-Jul-2016
3573,450,1,19-Feb-2016
4624,570,1,12-Jul-2016
477,703,1,25-Jul-2016
161,12,1,12-May-2016
3119,628,1,2-Aug-2016
3153,41,1,27-Jun-2016
3782,445,1,24-Jun-2016
679,325,1,28-Mar-2016
2957,809,1,13-Oct-2016
1455,208,1,24-Jan-2016
162,855,1,25-Jun-2016
1807,554,1,11-Sep-2016
529,413,1,15-Nov-2016
3449,623,1,13-Jun-2016
1470,611,1,18-Sep-2016
3654,575,1,27-Sep-2016
3795,895,1,12-Mar-2016
643,875,1,2-Jul-2016
3114,600,1,24-Oct-2016
3816,537,1,20-Nov-2016
4367,706,1,25-May-2016
2431,751,1,23-Aug-2016
4447,729,1,1-Apr-2016
317,821,1,24-Aug-2016
4902,59,1,1-Feb-2016
3648,290,1,17-Jul-2016
1276,985,1,13-Feb-2016
505,692,1,22-May-2016
84,460,1,22-Aug-2016
474,23,1,26-Jan-2016
4660,795,1,16-Jan-2016
3575,454,1,13-May-2016
3524,491,1,2-Oct-2016
1615,963,1,22-May-2016
1009,263,1,9-Jul-2016
1264,228,1,20-Jul-2016
1694,594,1,18-Mar-2016
2789,192,1,21-Feb-2016
2860,271,1,1-Jul-2016
1256,614,1,3-Nov-2016
322,755,1,2-Nov-2016
559,226,1,18-Nov-2016
1327,224,1,19-Oct-2016
4028,924,1,26-May-2016
3011,325,1,22-Feb-2016
1419,105,1,25-Jun-2016
2579,504,1,25-Dec-2016
2378,81,1,9-Feb-2016
1515,441,1,5-Apr-2016
4373,186,1,11-Nov-2016
3519,671,1,21-Aug-2016
1203,954,1,28-May-2016
4909,300,1,19-Mar-2016
3079,251,1,25-Mar-2016
3100,376,1,27-Dec-2016
2684,628,1,25-Nov-2016
1043,864,1,16-May-2016
1408,491,1,19-Feb-2016
2550,643,1,13-Sep-2016
959,442,1,17-Apr-2016
1058,175,1,3-Nov-2016
4136,274,1,14-Dec-2016
880,10,1,17-Feb-2016
3764,960,1,17-Feb-2016
2670,621,1,18-Nov-2016
2203,996,1,19-Sep-2016
3380,334,1,20-Dec-2016
4255,884,1,22-Nov-2016
3625,634,1,25-Mar-2016
1848,934,1,17-Jun-2016
3285,185,1,26-Mar-2016
1732,968,1,18-Jun-2016
2520,245,1,7-Nov-2016
906,859,1,23-Oct-2016
2571,564,1,22-May-2016
3950,172,1,18-Apr-2016
939,791,1,21-Jun-2016
1893,812,1,21-Jul-2016
980,833,1,27-Jul-2016
4683,792,1,19-Jul-2016
937,399,1,4-Apr-2016
4128,14,2,20-May-2016
331,87,1,4-May-2016
2214,106,1,22-May-2016
2780,398,1,9-Jul-2016
2212,973,1,19-Aug-2016
3095,14,1,28-Oct-2016
3993,123,1,6-Apr-2016
2883,486,1,6-Jun-2016
4476,141,2,21-Dec-2016
3681,133,1,16-Feb-2016
43,649,1,2-Apr-2016
2187,993,1,24-Dec-2016
1697,846,1,21-May-2016
1146,378,1,2-Jan-2016
1370,521,1,20-Aug-2016
4663,399,1,6-Feb-2016
3591,548,1,5-Oct-2016
1800,957,1,21-May-2016
3232,855,1,6-Jul-2016
4801,198,1,12-Jun-2016
3685,986,1,5-Jan-2016
562,626,1,8-Dec-2016
3466,555,1,9-Nov-2016
1388,8,1,8-Aug-2016
4850,726,1,19-Oct-2016
4675,168,1,1-Mar-2016
2770,171,1,17-Feb-2016
4889,860,1,4-Oct-2016
2714,478,1,11-Jul-2016
837,875,1,17-Sep-2016
653,279,1,20-Aug-2016
3686,462,1,1-May-2016
3206,804,1,24-Dec-2016
2753,722,1,18-Jun-2016
3685,472,2,8-Aug-2016
3225,592,1,2-Jul-2016
2569,464,1,22-Jul-2016
3225,131,2,3-Jan-2016
721,127,1,6-Oct-2016
1260,89,1,18-Jan-2016
4819,692,1,28-Oct-2016
1333,243,1,21-Aug-2016
2687,392,1,2-Dec-2016
1108,999,1,21-Aug-2016
3653,800,1,11-Mar-2016
2699,357,1,24-Jul-2016
2078,750,1,17-May-2016
736,801,1,19-Aug-2016
2677,369,1,17-May-2016
540,275,1,20-Jul-2016
791,938,1,17-Apr-2016
4807,780,1,18-Nov-2016
3334,173,1,7-Mar-2016
403,289,1,18-Sep-2016
714,666,1,4-Jun-2016
488,191,1,25-Sep-2016
1686,903,1,3-Nov-2016
892,769,1,21-Jun-2016
4624,411,2,19-Apr-2016
500,100,1,5-Aug-2016
4921,49,1,16-Oct-2016
2379,244,1,17-Sep-2016
2717,992,1,13-Dec-2016
514,572,1,13-Mar-2016
3872,574,1,25-Dec-2016
2634,708,1,17-Dec-2016
4634,565,1,21-Feb-2016
1531,946,1,12-Sep-2016
3462,739,1,2-Jan-2016
2642,46,1,4-Dec-2016
3843,593,2,22-Jun-2016
1089,393,1,15-Sep-2016
1207,711,1,12-Jul-2016
1759,159,1,14-Mar-2016
4001,942,1,14-Sep-2016
2490,875,1,27-Jan-2016
1268,730,1,6-Apr-2016
4361,948,1,4-Oct-2016
1917,274,1,7-Jun-2016
1832,405,1,14-Mar-2016
1816,142,1,19-Dec-2016
2488,897,1,13-Jul-2016
4767,600,1,25-Dec-2016
3846,474,1,23-Jan-2016
540,554,2,10-Mar-2016
4935,767,1,1-Jul-2016
4057,928,1,8-Oct-2016
317,210,2,13-Sep-2016
3598,725,1,20-Feb-2016
2572,168,1,7-Oct-2016
2737,333,1,2-May-2016
747,824,1,6-Apr-2016
4209,225,2,16-Mar-2016
1861,557,1,24-Sep-2016
3045,427,1,13-Jun-2016
1302,423,1,12-Oct-2016
2302,550,1,19-Jan-2016
1395,449,1,24-Aug-2016
4474,238,1,4-May-2016
2271,586,1,26-Jun-2016
4300,642,1,20-Aug-2016
2467,76,1,17-Oct-2016
2229,604,1,9-Jan-2016
1881,213,1,28-Jun-2016
2896,729,1,28-Mar-2016
422,138,1,14-Apr-2016
2438,885,1,13-Oct-2016
2577,409,1,21-Feb-2016
870,202,1,5-Nov-2016
703,700,1,14-Jan-2016
841,513,1,4-Jul-2016
2514,608,1,3-Dec-2016
2488,786,2,23-Jun-2016
234,433,1,23-May-2016
2092,692,1,24-Feb-2016
3731,872,1,9-Jan-2016
3220,744,2,24-Jan-2016
2817,762,1,4-Dec-2016
576,968,1,12-Sep-2016
4593,20,1,20-Jul-2016
3100,847,2,19-Jun-2016
2231,228,1,15-Feb-2016
2167,695,1,2-Sep-2016
2146,435,1,23-Jan-2016
2570,506,1,9-Apr-2016
3461,168,1,25-Jun-2016
2934,380,1,13-Oct-2016
2492,675,1,16-Sep-2016
1247,319,1,25-Jun-2016
553,821,1,5-Jan-2016
796,200,1,18-Feb-2016
4286,162,1,11-Apr-2016
3809,133,1,15-Jan-2016
4425,161,1,13-Dec-2016
4638,523,1,4-Apr-2016
3107,996,1,19-Nov-2016
4385,720,1,24-Mar-2016
1633,32,1,17-Jul-2016
1050,15,1,5-Jul-2016
3649,962,1,28-Jun-2016
315,617,1,5-Aug-2016
1211,773,1,1-Apr-2016
1877,87,1,17-Jul-2016
4554,614,1,22-Feb-2016
1652,10,1,6-Dec-2016
2809,519,2,9-Jul-2016
4122,114,1,4-Sep-2016
587,768,1,1-Jul-2016
3175,318,1,9-Sep-2016
4401,331,1,2-Aug-2016
1142,600,1,5-Jun-2016
1068,284,1,13-Oct-2016
4205,975,1,11-Apr-2016
4490,73,1,4-Mar-2016
2453,666,1,4-Feb-2016
4534,49,1,28-May-2016
454,282,1,4-May-2016
815,463,1,2-Jul-2016
2787,194,1,15-Jul-2016
2619,652,1,27-Apr-2016
1474,179,1,2-Aug-2016
4468,327,1,28-Jul-2016
4673,749,1,7-Mar-2016
2004,414,1,21-Jan-2016
354,859,1,16-Feb-2016
4684,562,1,27-Feb-2016
1558,464,1,19-Jun-2016
2849,917,1,3-May-2016
2254,206,1,17-Oct-2016
3401,50,1,17-Jan-2016
4395,519,1,20-Jan-2016
2657,883,1,10-Dec-2016
3021,26,1,28-Jul-2016
2676,900,1,17-Sep-2016
2654,351,1,22-Aug-2016
2230,102,1,11-Apr-2016
4029,590,1,10-May-2016
4712,693,1,7-Feb-2016
3340,237,1,18-Feb-2016
3279,409,1,28-Jul-2016
3827,991,1,14-Feb-2016
1847,292,1,12-Jan-2016
835,499,1,14-Mar-2016
2078,854,2,28-Feb-2016
1090,864,1,10-Jun-2016
796,716,2,8-Jan-2016
4780,888,1,12-Oct-2016
2547,411,1,27-Jun-2016
1082,607,1,21-Nov-2016
3540,867,1,10-May-2016
2208,728,1,14-Mar-2016
4546,487,1,4-Jun-2016
2677,985,2,15-Mar-2016
3391,341,1,19-Oct-2016
2536,815,1,2-Mar-2016
4478,521,1,12-Apr-2016
4926,312,1,22-Mar-2016
4147,860,1,22-Sep-2016
4296,506,1,21-Mar-2016
496,113,1,7-May-2016
446,569,1,26-Dec-2016
2278,78,1,14-Dec-2016
4059,830,1,22-Dec-2016
4506,258,1,28-Feb-2016
22,705,1,16-Mar-2016
964,779,1,9-May-2016
3302,164,1,4-Jul-2016
3025,557,1,22-Apr-2016
35,120,1,3-Mar-2016
887,583,1,3-Jul-2016
1099,637,1,7-Oct-2016
2661,890,1,12-Jul-2016
4440,914,1,11-May-2016
1483,65,1,27-Jan-2016
4850,388,2,21-Aug-2016
4856,807,1,26-Feb-2016
3775,913,1,21-Mar-2016
4910,496,1,9-Mar-2016
4079,307,1,6-Jan-2016
4634,543,2,26-May-2016
1449,756,1,22-Jan-2016
3289,889,1,6-Mar-2016
3754,182,1,16-Dec-2016
78,23,1,21-Sep-2016
3320,519,1,27-Jan-2016
3418,14,1,24-Jun-2016
3961,424,1,19-May-2016
2321,959,1,20-Dec-2016
1179,856,1,20-May-2016
252,121,1,16-Sep-2016
2795,206,1,9-Jan-2016
1709,137,1,8-Jun-2016
738,176,1,24-Nov-2016
1556,488,1,16-May-2016
4360,945,1,6-Mar-2016
1646,218,1,1-Apr-2016
985,957,1,9-Jul-2016
1811,888,2,14-Aug-2016
2181,743,1,4-Mar-2016
149,268,1,20-Aug-2016
3881,234,1,27-Feb-2016
2410,76,1,13-Jun-2016
3963,236,1,2-Oct-2016
3224,868,1,25-May-2016
1539,438,1,16-Nov-2016
967,796,1,22-Feb-2016
3361,499,1,4-Aug-2016
2212,295,2,27-Aug-2016
3511,910,1,18-Jun-2016
379,620,1,3-Nov-2016
4402,180,1,20-Aug-2016
433,646,1,22-Feb-2016
2360,394,1,24-Dec-2016
316,833,1,26-Dec-2016
2400,124,1,18-Jan-2016
1070,764,1,11-Nov-2016
559,746,2,22-Jan-2016
2087,391,1,12-Mar-2016
1159,670,1,28-Jan-2016
3781,601,1,10-Mar-2016
202,763,1,13-Apr-2016
646,289,1,6-Sep-2016
4468,624,2,1-Mar-2016
4600,804,1,3-Jul-2016
1079,317,1,28-Nov-2016
781,510,1,9-Dec-2016
4856,350,2,4-Jan-2016
4657,622,1,24-Jan-2016
1299,826,1,24-Jun-2016
4177,513,1,19-Jan-2016
860,567,1,16-Nov-2016
2824,364,1,28-Jul-2016
4701,491,1,5-May-2016
4420,124,1,15-Aug-2016
3578,350,1,8-Oct-2016
3707,739,1,12-Mar-2016
2179,775,1,3-Jan-2016
4294,390,1,18-Feb-2016
4695,135,1,6-Aug-2016
2465,583,1,1-Jul-2016
1501,805,1,20-Oct-2016
4345,897,1,16-Jun-2016
291,570,1,16-Jul-2016
4851,444,1,7-Oct-2016
4273,200,1,2-May-2016
3593,241,1,9-Jun-2016
444,701,1,22-Nov-2016
425,571,1,10-Dec-2016
3307,76,1,24-Sep-2016
3546,261,1,3-May-2016
1022,569,1,8-Dec-2016
846,724,1,4-Oct-2016
240,1000,1,25-Jun-2016
1746,554,1,5-Feb-2016
2763,475,1,18-Feb-2016
2760,239,1,11-Apr-2016
1315,433,1,18-Jun-2016
4356,478,1,18-Apr-2016
4690,51,1,9-Apr-2016
1293,140,1,17-Feb-2016
1209,650,1,28-Oct-2016
1557,906,1,17-Aug-2016
4708,711,1,8-Jul-2016
4267,972,1,17-Dec-2016
3914,380,1,10-Jun-2016
4215,73,1,12-Aug-2016
4451,302,1,13-Jan-2016
3440,783,1,11-May-2016
4065,237,1,2-Sep-2016
3703,504,1,5-Oct-2016
3208,685,1,21-May-2016
2409,981,1,12-Jun-2016
2152,936,1,13-Sep-2016
3651,480,1,14-Aug-2016
2306,32,1,20-May-2016
1805,114,1,8-Mar-2016
2796,158,1,21-Apr-2016
3288,985,1,18-Jan-2016
856,355,1,3-Sep-2016
1043,176,2,9-Apr-2016
2446,127,1,14-Oct-2016
4289,790,1,7-Jun-2016
4472,278,1,8-Feb-2016
516,412,1,17-Sep-2016
2553,280,1,10-Jun-2016
4421,472,1,20-Jan-2016
795,782,1,15-Jul-2016
1823,931,1,3-Apr-2016
3377,173,1,8-Feb-2016
4008,721,1,23-Jul-2016
4972,616,1,18-Jul-2016
3025,45,2,6-Jul-2016
1691,10,2,15-Jun-2016
1628,374,1,22-Sep-2016
2295,646,1,25-Mar-2016
2468,813,1,9-Aug-2016
2228,733,1,28-Sep-2016
2668,428,1,9-Sep-2016
3738,423,1,27-Sep-2016
2265,58,1,2-Mar-2016
3614,326,1,23-Mar-2016
1868,543,2,5-Sep-2016
4161,753,1,3-Dec-2016
2588,280,1,10-Dec-2016
4516,28,1,8-Jun-2016
341,993,1,22-Nov-2016
1313,590,1,23-May-2016
144,617,1,20-Dec-2016
4568,410,1,3-Jun-2016
765,356,1,20-May-2016
3387,244,1,9-Dec-2016
1905,311,1,14-May-2016
1625,335,1,14-May-2016
620,873,1,28-Jan-2016
2864,243,1,7-Oct-2016
2100,257,1,9-Jun-2016
4171,25,1,16-Mar-2016
1359,199,1,26-Jan-2016
2215,730,1,15-Nov-2016
184,76,1,17-Nov-2016
4974,664,1,17-Oct-2016
4918,998,1,23-Jan-2016
4061,453,1,10-Aug-2016
2746,319,1,2-Jan-2016
1646,74,2,27-Jan-2016
2250,814,1,14-Oct-2016
390,176,1,28-May-2016
3542,682,1,19-Jul-2016
4298,817,1,10-Dec-2016
374,630,1,6-Oct-2016
1127,350,1,14-Jul-2016
1534,5,1,6-Dec-2016
3369,158,1,21-May-2016
1779,290,1,19-Oct-2016
4794,92,1,2-Mar-2016
851,73,1,27-Aug-2016
668,108,1,28-Feb-2016
3588,873,1,21-Mar-2016
1562,891,1,14-Oct-2016
3654,758,2,22-Nov-2016
635,486,1,5-Dec-2016
2244,313,1,28-Jan-2016
2108,274,1,24-Dec-2016
3615,832,1,18-Oct-2016
1585,136,1,12-Apr-2016
4006,944,1,22-Mar-2016
2937,390,1,1-Jul-2016
684,606,1,23-Aug-2016
4206,281,1,20-Jan-2016
4084,248,1,6-Feb-2016
2629,849,1,1-Jun-2016
802,194,1,2-Dec-2016
575,820,1,16-Oct-2016
933,991,1,19-Sep-2016
4731,721,1,4-Feb-2016
2385,590,1,19-Dec-2016
456,729,1,25-Sep-2016
4796,17,1,17-Aug-2016
2999,109,1,16-Feb-2016
2424,381,1,24-Aug-2016
652,679,1,20-Dec-2016
560,475,1,4-Sep-2016
4469,681,1,9-Mar-2016
2763,114,2,15-Apr-2016
3179,457,1,24-Apr-2016
4845,106,1,8-Nov-2016
4166,915,1,6-Oct-2016
4066,931,1,20-Mar-2016
3641,146,1,9-Apr-2016
170,799,1,21-Oct-2016
3794,143,1,28-Aug-2016
2605,902,1,11-Sep-2016
1358,599,1,12-Mar-2016
105,954,1,6-Nov-2016
3978,219,1,7-Sep-2016
4064,165,1,3-Feb-2016
3351,969,1,7-Jan-2016
4969,486,1,8-Feb-2016
4559,794,1,18-Jun-2016
4703,574,1,8-Aug-2016
665,210,1,23-Jan-2016
2544,522,1,23-Sep-2016
1185,650,1,18-Nov-2016
1780,215,1,3-Mar-2016
2788,871,1,18-Sep-2016
2492,879,2,9-May-2016
1820,557,1,1-Sep-2016
4627,303,1,3-Dec-2016
4180,686,1,23-Jun-2016
486,145,1,7-Feb-2016
1313,924,2,19-Jul-2016
3079,709,2,8-Jun-2016
3822,175,1,23-Aug-2016
2524,679,1,25-Dec-2016
2700,290,1,15-Jul-2016
4459,621,1,19-Jan-2016
2434,3,1,8-Oct-2016
4527,222,1,16-Oct-2016
4648,364,1,21-Feb-2016
1478,537,1,15-Jun-2016
2833,891,1,13-Aug-2016
3379,458,1,13-Apr-2016
2226,794,1,1-Mar-2016
490,910,1,11-Mar-2016
1983,64,1,3-Feb-2016
730,222,1,2-Feb-2016
1994,300,2,10-Apr-2016
4871,807,1,25-Apr-2016
3597,762,1,12-Jan-2016
2173,845,1,8-Feb-2016
4751,536,1,12-Sep-2016
2051,965,1,3-Dec-2016
255,50,1,1-Oct-2016
2426,997,1,6-Sep-2016
3080,353,1,4-Sep-2016
4336,845,1,8-Oct-2016
3993,403,2,12-Nov-2016
2915,9,1,11-Jul-2016
417,903,2,14-Jun-2016
3828,768,1,9-Feb-2016
4244,788,1,12-Oct-2016
4291,314,1,9-May-2016
2381,47,1,17-May-2016
421,316,1,27-Dec-2016
3234,212,1,28-Sep-2016
4439,393,1,10-Jul-2016
2877,707,1,4-Jul-2016
3231,341,1,4-Nov-2016
102,872,1,18-Jul-2016
185,390,1,5-Jan-2016
3986,315,1,18-Nov-2016
2128,532,1,20-Sep-2016
693,972,1,19-Feb-2016
3865,779,1,11-Aug-2016
4161,806,2,27-Jul-2016
2674,774,1,13-Apr-2016
1549,633,1,17-Dec-2016
185,932,2,3-Aug-2016
4624,713,3,5-Dec-2016
4124,104,1,22-Apr-2016
2279,294,1,16-Jan-2016
2922,497,1,6-Mar-2016
3818,301,1,12-Aug-2016
2823,678,1,15-Dec-2016
3014,26,1,24-Feb-2016
4699,99,1,8-Jun-2016
2031,224,1,15-Jun-2016
1340,62,1,6-Nov-2016
4403,368,1,16-Apr-2016
1625,821,2,6-Nov-2016
119,362,2,17-Dec-2016
4125,664,1,12-Aug-2016
797,17,1,3-May-2016
4915,755,1,11-Jun-2016
3765,179,1,13-Oct-2016
4809,432,1,12-Apr-2016
4810,62,1,21-Jan-2016
2971,886,1,26-Oct-2016
1377,576,1,8-Feb-2016
4612,99,1,22-Sep-2016
541,386,1,19-Feb-2016
2525,447,1,20-Feb-2016
1306,507,1,24-Sep-2016
4136,598,2,3-Feb-2016
1463,820,1,3-Mar-2016
4359,559,1,10-Jan-2016
2948,749,1,2-Dec-2016
2509,819,1,28-Jun-2016
4826,326,1,25-Sep-2016
1356,900,1,13-Apr-2016
4010,568,1,8-Feb-2016
4756,310,1,18-Jun-2016
2700,185,2,4-Feb-2016
4490,760,2,1-Jun-2016
290,266,1,12-Apr-2016
2449,440,1,20-Sep-2016
4718,400,1,5-Apr-2016
3171,813,1,6-Jul-2016
11,507,1,11-Jul-2016
2481,308,1,8-Mar-2016
329,442,1,15-Jun-2016
803,885,1,4-Nov-2016
4613,956,1,28-Nov-2016
1929,192,1,18-Jan-2016
1788,556,1,4-Jun-2016
4949,757,1,23-Mar-2016
4500,344,1,23-Feb-2016
485,694,1,16-Feb-2016
195,256,1,25-Feb-2016
1187,231,1,5-Jul-2016
616,914,1,28-Jan-2016
3240,3,1,12-Jul-2016
1692,224,1,24-Sep-2016
3295,328,1,21-Feb-2016
3172,200,1,24-Mar-2016
1425,202,1,22-Sep-2016
3936,930,1,11-Jul-2016
3354,700,1,28-May-2016
3624,361,1,15-Jul-2016
1541,943,1,2-Jul-2016
663,329,1,7-Apr-2016
1776,929,2,22-Feb-2016
674,145,1,2-Aug-2016
3544,229,1,25-Jul-2016
1461,272,1,7-Jun-2016
3346,961,1,15-Jul-2016
2156,810,1,13-Dec-2016
1007,757,1,1-Oct-2016
3283,898,1,23-Oct-2016
3633,970,1,14-Apr-2016
2478,236,1,7-Mar-2016
4861,298,1,10-Oct-2016
3762,619,1,4-Nov-2016
4788,657,1,11-Nov-2016
4574,228,2,6-Jan-2016
1668,700,1,25-Mar-2016
2073,936,1,4-Nov-2016
2940,947,1,15-Feb-2016
470,262,1,4-May-2016
265,900,1,14-Jun-2016
1283,247,1,4-Jan-2016
713,401,1,26-Jan-2016
3573,527,2,12-Jan-2016
1339,947,1,17-Sep-2016
3878,327,1,21-Jun-2016
4909,585,2,6-Feb-2016
3346,281,2,23-Jul-2016
475,500,1,15-Mar-2016
687,114,1,13-Mar-2016
2855,21,1,28-Mar-2016
2893,260,1,5-Nov-2016
1598,221,1,17-Oct-2016
2398,760,1,9-Feb-2016
1284,152,1,16-Feb-2016
4002,679,1,24-Mar-2016
2503,650,1,28-Jan-2016
3874,740,1,11-Dec-2016
3371,67,1,21-Nov-2016
4316,890,1,25-Aug-2016
461,732,1,19-Sep-2016
1078,191,1,3-Oct-2016
1469,506,1,24-Aug-2016
621,876,1,22-Dec-2016
3688,249,1,7-Jan-2016
4811,253,1,9-Sep-2016
3317,155,1,12-Dec-2016
2161,889,1,16-Apr-2016
5,808,1,9-Dec-2016
4185,818,1,15-Mar-2016
2619,935,2,27-Mar-2016
3108,486,1,8-Dec-2016
3910,152,2,16-Nov-2016
4889,153,2,9-Dec-2016
31,825,1,28-May-2016
223,105,1,3-Feb-2016
905,316,1,11-Apr-2016
3145,644,1,9-Aug-2016
3770,784,1,18-Sep-2016
2397,268,1,21-Feb-2016
1714,429,1,17-Jan-2016
892,387,2,18-Mar-2016
3080,403,2,19-Aug-2016
4256,250,1,9-Dec-2016
2138,948,1,24-Apr-2016
3594,335,1,15-Mar-2016
3490,66,1,11-Oct-2016
4375,490,1,10-Mar-2016
2608,673,1,9-Dec-2016
2897,123,1,2-Mar-2016
185,265,3,6-Oct-2016
3828,438,2,12-May-2016
1798,497,1,22-Jan-2016
4831,440,1,6-Apr-2016
574,300,1,2-Sep-2016
879,952,1,17-Apr-2016
2574,585,1,10-Jan-2016
2524,226,2,21-Mar-2016
3456,276,1,16-Feb-2016
611,724,1,17-Feb-2016
4435,259,1,8-Jun-2016
4416,418,1,21-May-2016
236,803,1,28-Jul-2016
4860,907,1,19-Jul-2016
3689,336,2,13-Jan-2016
3458,249,1,21-Jan-2016
1136,797,1,11-Mar-2016
2704,258,1,20-Jan-2016
2011,976,1,23-Mar-2016
366,444,1,16-Jul-2016
800,257,1,21-Mar-2016
3199,769,1,4-Jun-2016
4155,217,1,3-Sep-2016
3554,56,1,14-Feb-2016
475,802,2,14-Dec-2016
606,743,1,26-Nov-2016
1894,75,1,21-Jul-2016
282,64,1,9-May-2016
1348,287,1,16-Jan-2016
249,928,1,26-May-2016
456,312,2,16-Oct-2016
2220,608,1,13-Jul-2016
1175,309,1,14-Oct-2016
4117,99,1,18-Jan-2016
1512,316,1,5-Jan-2016
1547,316,1,13-Oct-2016
3621,842,1,16-Sep-2016
2688,13,1,11-Sep-2016
3099,197,1,11-Aug-2016
2840,883,1,9-Jan-2016
2628,39,1,14-Nov-2016
1041,270,1,2-Mar-2016
2505,765,1,1-Jul-2016
2444,349,1,14-Mar-2016
4833,529,1,11-Oct-2016
719,203,1,21-Aug-2016
4389,245,1,24-May-2016
4082,815,1,14-Apr-2016
644,681,1,6-Apr-2016
663,117,2,10-Sep-2016
145,452,1,28-Mar-2016
3261,406,2,24-Mar-2016
886,97,1,13-Apr-2016
1581,567,1,10-Oct-2016
830,32,1,5-Jul-2016
4351,105,1,11-Aug-2016
79,222,1,23-Feb-2016
1567,50,1,19-Nov-2016
4440,217,2,9-Dec-2016
2362,674,1,18-May-2016
3339,253,2,2-Apr-2016
4449,430,2,18-Jul-2016
1019,667,1,10-Sep-2016
1633,604,2,4-Apr-2016
1576,551,1,12-Oct-2016
3449,904,2,10-Nov-2016
4863,718,1,5-Mar-2016
3883,768,1,3-Nov-2016
3836,873,1,11-Sep-2016
944,550,1,21-Nov-2016
2387,670,1,14-Jan-2016
2095,18,1,23-Oct-2016
3124,611,1,10-Sep-2016
1905,901,2,15-Oct-2016
2368,471,1,6-Jun-2016
742,917,1,16-Jan-2016
3163,909,1,10-Jul-2016
2703,874,1,9-Oct-2016
4227,685,1,13-Oct-2016
1198,347,1,2-Aug-2016
1678,915,1,23-May-2016
4230,908,1,3-Sep-2016
1235,185,1,19-Jun-2016
530,747,1,23-May-2016
4034,21,1,18-Nov-2016
2283,246,1,3-Jun-2016
1859,279,1,24-Apr-2016
2222,702,1,27-Mar-2016
4250,819,1,23-Nov-2016
3512,49,1,10-Jan-2016
3846,554,2,16-May-2016
2675,524,1,12-Sep-2016
4443,9,1,24-Oct-2016
1563,733,1,14-Sep-2016
1487,512,1,28-May-2016
4332,804,1,14-Aug-2016
4488,375,1,14-Dec-2016
3945,246,1,7-Feb-2016
2872,652,1,21-Sep-2016
4525,81,1,1-Mar-2016
813,133,1,16-Jul-2016
4855,901,1,25-Oct-2016
1401,723,1,23-Dec-2016
3814,615,1,10-Mar-2016
4226,754,1,24-Feb-2016
