137,1382,20,1,577,2017-4-7,0
138,1606,9,10,272,2017-2-14,0
139,1595,4,12,1057,2017-10-25,1
140,1861,4,17,1827,2017-5-3,0
141,103,23,2,1170,2017-1-6,0
142,1773,2,18,1468,2017-9-12,0
143,238,10,17,1351,2017-11-15,1
144,729,17,18,1569,2017-4-19,1
145,1658,14,5,1650,2017-1-17,0
146,465,19,3,430,2017-12-11,0
147,748,6,19,138,2017-7-25,0
148,1070,7,16,1553,2017-10-26,0
149,1445,7,18,1606,2017-10-26,0
150,1566,10,20,1329,2017-9-10,0
151,1546,16,1,1322,2017-11-19,0
152,903,3,1,436,2017-6-7,0
153,590,21,20,595,2017-5-4,0
154,319,8,2,506,2017-2-20,0
155,60,23,9,1459,2017-1-28,1
156,534,5,14,350,2017-5-20,0
157,1979,2,14,999,2017-5-6,0
158,74,17,20,1685,2017-9-20,0
159,476,14,9,1871,2017-2-9,0
160,1695,23,14,1187,2017-3-17,0
161,1216,15,4,1866,2017-10-20,1
162,1873,9,8,214,2017-8-11,0
163,1246,18,8,1377,2017-9-1,0
164,991,21,9,1821,2017-10-2,0
165,276,18,14,1844,2017-9-2,1
166,1516,3,14,1464,2017-7-12,0
167,513,2,19,1474,2017-12-23,1
168,539,3,1,206,2017-8-15,0
169,1010,18,10,391,2017-8-26,1
170,726,23,8,1538,2017-3-16,0
171,1204,7,4,1367,2017-12-20,1
172,1291,19,19,132,2017-1-10,1
173,1558,17,6,1810,2017-4-24,1
174,1291,10,18,331,2017-8-20,1
175,949,5,8,1649,2017-12-19,1
176,549,16,1,375,2017-3-6,1
177,1160,13,11,993,2017-2-5,1
178,767,19,19,991,2017-8-16,0
179,1707,4,18,1220,2017-3-11,1
180,1684,1,16,398,2017-4-25,1
181,1377,6,3,649,2017-12-18,1
182,762,17,9,517,2017-11-3,0
183,1625,15,10,434,2017-2-28,0
184,1957,12,19,224,2017-11-13,1
185,282,11,16,216,2017-11-25,1
186,615,21,20,851,2017-3-24,0
187,1055,3,14,1671,2017-8-1,0
188,1221,11,17,901,2017-4-8,1
189,1927,14,2,1840,2017-7-6,0
190,632,18,3,1832,2017-7-19,0
191,1946,17,1,1282,2017-8-1,1
192,516,14,5,657,2017-6-13,1
193,1016,19,18,673,2017-10-12,1
194,506,3,15,604,2017-9-14,1
195,1188,10,4,1366,2017-8-10,0
196,1812,18,20,1199,2017-9-20,0
197,566,9,11,1395,2017-12-7,0
198,592,8,11,171,2017-5-26,1
199,923,13,5,223,2017-4-4,0
200,1114,17,6,1992,2017-3-14,1
201,1409,14,3,1566,2017-2-10,0
202,1093,15,15,609,2017-2-3,0
203,1649,13,11,1381,2017-8-8,0
204,1291,5,7,1017,2017-5-24,1
205,1830,16,14,1245,2017-12-8,0
206,930,10,13,1507,2017-1-27,1
207,882,2,5,637,2017-10-6,0
208,1028,17,18,1143,2017-2-2,1
209,971,23,3,1600,2017-11-28,1
210,1208,7,19,1513,2017-11-22,1
211,197,1,6,365,2017-5-8,0
212,853,18,1,320,2017-3-2,1
213,1518,9,10,552,2017-10-4,0
214,1092,15,3,620,2017-3-11,1
215,1012,3,18,1579,2017-2-25,1
216,1866,15,20,1199,2017-6-14,1
217,39,13,3,1375,2017-6-18,0
218,301,12,11,1519,2017-12-28,1
219,316,11,2,1191,2017-1-18,0
220,1411,8,14,1736,2017-5-8,1
221,418,6,3,1283,2017-3-14,1
222,313,7,13,1050,2017-9-15,1
223,383,14,6,591,2017-7-26,0
224,1543,7,18,1907,2017-7-15,1
225,858,16,19,1657,2017-8-18,1
226,267,8,8,719,2017-7-24,0
227,1008,20,14,1943,2017-6-6,1
228,1439,11,18,426,2017-5-26,0
229,1281,7,16,170,2017-7-25,1
230,1465,12,14,392,2017-1-16,0
231,1361,8,1,380,2017-5-23,1
232,1101,1,13,1677,2017-4-26,0
233,1968,21,10,1015,2017-8-22,1
234,354,7,18,413,2017-9-24,1
235,1126,23,19,1296,2017-1-21,1
236,230,19,2,1595,2017-6-15,1
237,1719,14,8,402,2017-4-25,1
238,1000,15,19,641,2017-11-3,1
239,1837,5,12,1543,2017-6-21,1
240,966,16,10,414,2017-2-11,1
241,617,1,20,119,2017-10-26,0
242,1393,23,2,228,2017-4-9,1
243,582,8,13,1185,2017-7-27,0
244,1396,16,1,398,2017-2-12,0
245,1862,12,9,1346,2017-7-25,1
246,768,12,19,1950,2017-6-2,1
247,1029,4,9,1897,2017-8-22,0
248,180,21,13,1745,2017-3-6,0
249,1617,21,12,1121,2017-7-19,0
250,418,12,8,218,2017-3-20,1
251,92,20,9,1422,2017-1-22,1
252,1288,17,8,390,2017-11-16,1
253,11,18,3,1387,2017-10-12,0
254,1636,22,7,965,2017-8-5,0
255,530,6,6,940,2017-11-16,1
256,150,6,12,1734,2017-5-8,1
257,1832,23,3,194,2017-3-11,1
258,1617,5,1,526,2017-7-24,1
259,840,13,12,1735,2017-5-24,0
260,1712,16,4,844,2017-8-19,1
261,544,17,10,647,2017-3-10,0
262,418,16,19,358,2017-12-8,1
263,784,5,18,134,2017-2-13,0
264,1921,7,11,1996,2017-1-8,1
265,666,16,16,1201,2017-11-18,0
266,105,13,14,189,2017-12-7,1
267,224,4,11,1341,2017-6-12,0
268,907,2,4,1589,2017-4-1,0
269,815,21,17,205,2017-12-4,1
270,1822,23,4,1237,2017-10-26,1
271,1003,20,19,222,2017-11-1,0
272,1731,16,19,1708,2017-3-5,0
273,3,4,4,1271,2017-10-1,1
274,1157,22,20,1115,2017-4-24,0
275,1014,18,4,1756,2017-3-11,0
276,1747,3,1,1834,2017-10-11,0
277,1258,8,9,304,2017-10-28,0
278,1826,16,4,671,2017-10-4,1
279,695,7,12,1447,2017-12-3,1
280,697,7,14,185,2017-2-25,1
281,1930,1,2,1670,2017-5-8,1
282,1693,5,20,893,2017-4-2,1
283,1169,13,6,1293,2017-2-28,0
284,1345,8,5,742,2017-12-19,0
285,845,17,4,1806,2017-1-23,0
286,1676,21,1,1393,2017-2-3,1
287,1738,20,18,1752,2017-7-5,0
288,95,12,19,758,2017-11-27,0
289,1744,1,5,1175,2017-4-7,0
290,1446,13,19,1959,2017-7-27,1
291,1257,12,17,283,2017-6-6,1
292,926,4,11,273,2017-8-24,1
293,673,8,11,1952,2017-6-12,1
294,750,18,19,1369,2017-3-20,0
295,880,13,2,513,2017-6-3,1
296,558,8,15,586,2017-8-24,0
297,1688,9,13,1286,2017-10-18,0
298,75,4,18,1771,2017-6-21,1
299,1646,1,18,1196,2017-2-15,1
300,615,7,18,1906,2017-2-6,1
301,248,21,20,1876,2017-7-9,1
302,1930,14,2,1837,2017-9-18,1
303,90,17,12,668,2017-1-7,0
304,1869,8,5,988,2017-3-22,1
305,808,9,8,637,2017-2-3,1
306,1194,19,10,809,2017-7-19,1
307,1465,7,18,703,2017-5-13,0
308,444,22,14,1903,2017-11-12,1
309,1481,23,7,1809,2017-3-24,0
310,239,15,12,1977,2017-1-23,0
311,252,11,18,1354,2017-2-2,0
312,174,20,16,1037,2017-6-17,0
313,747,12,15,1054,2017-12-4,1
314,521,13,10,1787,2017-4-21,0
315,310,20,8,298,2017-4-15,1
316,1780,11,16,1730,2017-9-25,0
317,1903,4,4,658,2017-12-2,1
318,1073,5,4,1443,2017-2-17,1
319,1246,20,15,1424,2017-8-3,0
320,1641,4,17,329,2017-9-2,1
321,1345,5,3,202,2017-8-11,0
322,395,8,16,1071,2017-5-13,0
323,1770,18,8,1559,2017-8-26,1
324,1141,15,3,1038,2017-5-26,0
325,1935,18,19,1062,2017-1-25,0
326,894,20,10,611,2017-3-27,1
327,1173,19,2,821,2017-9-22,0
328,675,22,9,300,2017-5-28,0
329,1660,21,3,1461,2017-2-16,0
330,1826,21,18,1031,2017-2-4,0
331,315,4,4,1800,2017-11-24,0
332,1732,23,1,1880,2017-10-16,0
333,1463,7,20,557,2017-2-16,0
334,1731,20,8,1027,2017-5-20,0
335,1240,12,6,730,2017-8-19,1
336,1380,6,18,1661,2017-7-10,1
337,1957,14,7,1231,2017-12-14,0
338,1196,7,5,1105,2017-4-11,1
339,1942,10,9,834,2017-7-28,0
340,1475,14,10,1165,2017-7-7,0
341,1789,18,1,1760,2017-6-15,1
342,222,5,10,1648,2017-9-4,1
343,223,7,19,773,2017-3-3,0
344,1277,22,11,1682,2017-8-2,0
345,1845,10,16,1802,2017-6-13,1
346,883,21,12,1773,2017-3-26,1
347,1202,13,5,1824,2017-5-22,0
348,382,6,7,100,2017-11-8,0
349,1275,3,19,929,2017-3-19,0
350,1573,8,10,468,2017-6-21,1
351,1083,11,10,1065,2017-7-28,1
352,1302,2,15,966,2017-10-24,0
353,160,20,15,1180,2017-5-15,1
354,1368,14,2,913,2017-10-3,1
355,731,12,13,1018,2017-5-24,1
356,319,11,20,1113,2017-6-11,1
357,1568,11,6,1239,2017-12-13,0
358,949,16,5,1322,2017-11-1,1
359,915,18,18,533,2017-8-11,0
360,351,17,16,1684,2017-4-6,1
361,1287,14,18,1150,2017-8-20,1
362,1196,9,1,799,2017-5-9,1
363,1761,9,19,1294,2017-12-4,0
364,1100,8,16,656,2017-11-18,0
365,583,23,13,1955,2017-5-17,0
366,242,9,14,610,2017-8-23,1
367,751,3,2,768,2017-10-19,1
368,746,2,16,1592,2017-4-18,1
369,224,20,3,731,2017-5-1,1
370,1456,1,2,1531,2017-3-1,1
371,922,16,13,479,2017-8-6,0
372,491,2,16,1329,2017-3-15,0
373,1212,1,1,828,2017-8-15,1
374,1661,20,12,669,2017-2-8,0
375,1194,21,15,102,2017-7-12,1
376,66,4,7,1184,2017-2-27,0
377,1298,18,15,1088,2017-3-16,1
378,1871,14,18,779,2017-5-15,0
379,857,19,9,1844,2017-5-5,1
380,417,18,18,921,2017-3-3,0
381,12,23,20,191,2017-11-23,0
382,1436,7,1,818,2017-2-18,1
383,131,4,9,1390,2017-5-16,0
384,82,15,5,1091,2017-11-25,0
385,519,18,8,1572,2017-4-21,0
386,536,23,16,581,2017-1-9,0
387,1325,19,9,1252,2017-9-24,1
388,135,9,10,796,2017-5-11,0
389,201,1,11,251,2017-11-8,1
390,1559,13,12,712,2017-4-15,0
391,225,15,11,1684,2017-4-21,1
392,1641,19,10,585,2017-9-9,1
393,1479,21,2,1443,2017-9-14,0
394,254,3,16,464,2017-2-25,0
395,1128,18,13,567,2017-12-1,1
396,1781,10,9,443,2017-2-22,1
397,394,19,20,935,2017-5-18,0
398,973,23,6,198,2017-4-14,0
399,981,14,20,1709,2017-6-25,0
400,1273,2,2,1069,2017-12-9,1
401,488,16,14,996,2017-10-21,1
402,231,3,8,1638,2017-11-2,1
403,1253,22,15,981,2017-2-7,0
404,1893,19,19,330,2017-10-2,0
405,966,4,3,290,2017-6-8,1
406,1480,20,13,1778,2017-4-14,1
407,1476,9,11,1526,2017-10-2,0
408,308,8,15,537,2017-2-13,0
409,1386,20,3,933,2017-1-9,1
410,1531,22,16,1046,2017-11-8,1
411,515,6,4,648,2017-9-26,0
412,1813,23,8,1711,2017-8-2,1
413,480,17,20,1157,2017-7-3,1
414,1215,7,4,1400,2017-2-25,1
415,193,2,7,1154,2017-11-9,1
416,187,21,19,576,2017-3-3,0
417,713,11,19,513,2017-12-19,0
418,1531,3,4,1752,2017-8-19,0
419,1426,12,13,504,2017-4-17,0
420,973,2,6,1167,2017-9-20,0
421,234,13,18,1315,2017-10-24,0
422,883,4,17,1681,2017-5-5,1
423,1176,21,20,1844,2017-7-14,1
424,1641,11,12,1466,2017-6-2,0
425,589,4,11,155,2017-6-2,1
426,1349,9,1,882,2017-8-13,0
427,1584,23,9,1036,2017-2-12,0
428,1887,7,14,1953,2017-8-7,1
429,1784,2,4,1040,2017-4-28,0
430,1934,16,13,137,2017-7-27,1
431,651,16,12,1443,2017-6-22,1
432,1568,3,13,441,2017-4-13,1
433,686,7,16,1847,2017-5-19,0
434,1342,13,16,1884,2017-9-22,1
435,594,4,12,1703,2017-9-24,1
436,1960,17,20,562,2017-8-19,0
437,881,21,9,1557,2017-7-4,1
438,822,9,14,111,2017-12-1,1
439,1667,11,10,1647,2017-5-10,0
440,89,16,10,611,2017-11-22,0
441,764,1,6,1573,2017-5-20,1
442,422,3,7,1933,2017-7-3,1
443,722,22,12,924,2017-3-17,1
444,1005,19,13,513,2017-11-8,1
445,1790,4,14,1597,2017-2-18,0
446,90,11,20,1271,2017-3-28,0
447,557,10,2,631,2017-6-13,1
448,348,15,6,1761,2017-8-17,0
449,702,15,8,1522,2017-3-1,1
450,1958,9,5,1234,2017-4-20,0
451,160,12,14,1182,2017-4-1,1
452,665,5,14,182,2017-10-19,1
453,450,20,4,1894,2017-11-5,0
454,708,3,1,134,2017-2-21,1
455,150,7,19,191,2017-6-15,0
456,1918,23,18,719,2017-8-14,0
457,348,10,3,946,2017-2-10,0
458,861,8,1,1842,2017-6-2,0
459,846,9,17,1020,2017-8-26,1
460,1379,4,13,507,2017-1-17,0
461,820,10,19,1330,2017-8-8,1
462,1798,13,9,1795,2017-9-15,0
463,737,3,18,1623,2017-7-26,1
464,1023,4,19,1457,2017-12-15,0
465,138,21,15,889,2017-8-6,1
466,1456,13,2,338,2017-2-7,0
467,749,11,16,1501,2017-8-1,1
468,45,19,6,1541,2017-8-3,0
469,314,18,16,356,2017-9-12,0
470,569,2,15,829,2017-8-20,1
471,1211,22,11,1870,2017-11-20,0
472,42,8,12,573,2017-4-2,1
473,2,20,13,1704,2017-10-17,1
474,166,5,12,258,2017-1-9,1
475,1402,16,17,1644,2017-9-27,1
476,1816,16,7,1163,2017-12-20,0
477,951,14,6,293,2017-10-24,0
478,1791,12,5,774,2017-7-10,1
479,361,16,4,301,2017-10-27,0
480,1625,17,13,370,2017-12-9,0
481,413,17,6,570,2017-9-9,0
482,1123,2,13,1259,2017-9-7,0
483,903,18,5,104,2017-5-14,1
484,583,9,9,1513,2017-2-8,1
485,49,8,15,623,2017-12-8,1
486,1430,12,4,1735,2017-11-7,1
487,1594,1,16,1946,2017-3-22,1
488,517,18,4,836,2017-8-24,0
489,216,1,7,1187,2017-1-10,0
490,367,7,13,1217,2017-11-25,1
491,1453,4,17,350,2017-7-7,1
492,1203,19,1,1282,2017-3-5,0
493,1841,3,20,1067,2017-5-22,0
494,113,9,8,1146,2017-4-28,1
495,1622,13,3,807,2017-3-23,1
496,1028,17,1,686,2017-4-25,1
497,1066,9,18,550,2017-3-15,0
498,1853,12,15,1583,2017-10-9,0
499,1034,4,13,423,2017-10-3,1
500,133,15,13,840,2017-1-5,0
501,1784,16,8,1961,2017-12-28,0
502,1295,5,8,253,2017-6-24,0
503,784,4,5,250,2017-2-4,0
504,945,5,17,622,2017-5-26,1
505,402,2,6,1503,2017-8-12,0
506,1913,19,6,1956,2017-7-24,1
507,463,16,12,1587,2017-5-12,0
508,1121,22,13,1745,2017-6-20,1
509,284,3,4,1150,2017-5-26,1
510,929,7,7,1671,2017-8-2,0
511,413,9,2,272,2017-7-18,0
512,411,8,16,1994,2017-9-28,1
513,342,4,16,1037,2017-11-21,0
514,1952,1,4,1892,2017-2-8,1
515,166,23,10,1741,2017-2-18,1
516,40,9,14,473,2017-8-10,0
517,1210,11,3,304,2017-11-7,0
518,1567,5,7,668,2017-2-8,1
519,371,5,18,1078,2017-4-1,0
520,966,15,18,732,2017-11-10,1
521,1391,10,18,1007,2017-3-20,1
522,598,5,7,262,2017-2-22,1
523,173,21,6,1094,2017-9-4,1
524,1849,12,18,779,2017-9-22,1
525,868,21,3,490,2017-4-10,0
526,1012,17,20,1752,2017-9-18,0
527,620,15,1,190,2017-8-12,1
528,252,6,5,123,2017-7-8,1
529,1888,11,17,1418,2017-3-19,0
530,864,11,20,1652,2017-4-9,0
531,659,22,2,1856,2017-12-24,0
532,1017,22,4,1965,2017-9-24,1
533,1558,22,19,106,2017-12-12,1
534,1748,8,1,743,2017-6-20,0
535,1016,2,5,1553,2017-7-10,1
536,296,6,6,1467,2017-10-20,0
537,428,20,10,141,2017-7-18,0
538,1105,10,12,1029,2017-2-21,0
539,1344,7,17,977,2017-8-28,1
540,374,1,16,1923,2017-10-23,1
541,1176,19,16,879,2017-6-4,1
542,1536,22,13,874,2017-12-4,1
543,1487,19,20,1472,2017-7-6,0
544,1248,2,16,1853,2017-4-16,1
545,382,4,3,1649,2017-8-9,0
546,1657,13,8,1175,2017-10-3,1
547,750,18,8,366,2017-9-3,1
548,411,2,5,364,2017-6-24,0
549,1633,3,5,1196,2017-8-25,0
550,1327,5,16,746,2017-10-27,1
551,1970,3,13,1911,2017-2-27,1
552,1034,6,15,469,2017-1-25,0
553,134,11,7,1647,2017-1-14,1
554,131,17,8,570,2017-11-12,0
555,1775,17,8,1905,2017-11-26,1
556,1281,20,20,138,2017-9-12,1
557,117,5,14,434,2017-5-11,1
558,1290,2,14,604,2017-12-28,1
559,1214,12,17,1473,2017-11-27,0
560,1900,15,18,872,2017-12-10,0
561,414,18,2,1637,2017-1-25,0
562,1407,17,16,791,2017-4-3,1
563,1410,10,8,1276,2017-11-24,0
564,730,4,10,1079,2017-1-5,0
565,1821,7,18,1672,2017-10-10,1
566,182,2,15,418,2017-6-6,0
567,280,4,4,411,2017-4-28,0
568,992,23,19,1129,2017-9-10,1
569,1334,14,1,1052,2017-7-27,0
570,897,9,14,235,2017-3-4,1
571,1125,21,4,146,2017-2-18,0
572,618,15,14,1415,2017-5-1,1
573,1493,23,13,1135,2017-4-24,1
574,1388,18,12,899,2017-1-14,0
575,1273,14,17,683,2017-7-11,1
576,1501,5,9,718,2017-4-26,1
577,34,12,1,453,2017-2-5,0
578,1439,18,19,274,2017-6-24,0
579,1632,16,2,1331,2017-3-21,1
580,1850,3,15,229,2017-6-28,0
581,641,13,6,921,2017-2-11,0
582,208,1,5,932,2017-10-14,1
583,716,1,4,743,2017-5-10,0
584,1619,8,12,283,2017-6-2,1
585,1837,5,11,1625,2017-6-23,0
586,1416,17,3,1495,2017-3-12,0
587,418,19,14,518,2017-9-7,1
588,1545,3,7,1210,2017-2-14,1
589,180,2,9,1994,2017-11-19,0
590,254,21,5,785,2017-4-3,0
591,941,13,10,992,2017-7-12,1
592,451,1,10,876,2017-11-6,0
593,1294,20,16,197,2017-1-12,0
594,1100,8,9,644,2017-8-24,1
595,771,18,19,1135,2017-11-24,1
596,1392,5,1,1940,2017-3-28,1
597,180,1,8,1297,2017-8-10,1
598,1027,16,13,1320,2017-8-7,0
599,171,21,4,1289,2017-12-28,0
600,1014,13,15,531,2017-10-3,1
601,1235,8,6,383,2017-7-11,0
602,1723,21,1,1191,2017-12-27,0
603,100,11,17,1721,2017-4-23,1
604,567,13,14,1439,2017-4-11,1
605,931,19,20,986,2017-1-26,0
606,563,17,6,983,2017-10-26,0
607,79,13,15,535,2017-1-24,0
608,275,13,1,1051,2017-8-18,0
609,397,14,10,904,2017-9-18,1
610,876,4,17,1810,2017-4-9,0
611,1272,8,15,1199,2017-1-7,1
612,435,16,16,563,2017-9-11,0
613,1356,6,2,1731,2017-6-7,1
614,1262,11,9,1686,2017-1-10,1
615,777,20,9,1934,2017-12-25,0
616,307,2,5,1933,2017-1-15,1
617,328,4,13,276,2017-11-5,0
618,330,6,2,1717,2017-10-9,0
619,399,20,6,579,2017-3-28,0
620,290,2,18,537,2017-3-13,1
621,734,9,19,665,2017-12-4,0
622,908,17,16,147,2017-4-24,0
623,1523,11,15,652,2017-12-18,0
624,101,16,18,692,2017-8-23,1
625,1211,2,11,830,2017-2-7,1
626,1125,12,3,1892,2017-9-11,0
627,1184,6,13,1315,2017-6-25,0
628,68,14,12,1824,2017-10-11,0
629,1530,20,6,974,2017-5-2,0
630,1968,10,4,1460,2017-5-22,0
631,117,5,17,360,2017-3-20,0
632,18,4,10,1315,2017-5-5,0
633,1106,19,12,1208,2017-3-2,1
634,53,14,3,1855,2017-1-18,1
635,1851,3,20,1768,2017-8-10,1
636,613,13,6,207,2017-2-16,1
637,317,14,8,595,2017-2-7,1
638,1408,23,3,524,2017-2-21,1
639,1597,15,13,312,2017-6-10,0
640,382,21,20,377,2017-8-22,1
641,1414,18,7,461,2017-4-27,1
642,1926,4,15,1972,2017-10-15,0
643,1129,22,5,198,2017-6-23,0
644,1968,18,3,479,2017-1-9,1
645,902,19,18,530,2017-5-16,1
646,1736,14,6,489,2017-6-4,0
647,415,17,16,1319,2017-12-9,0
648,197,5,8,390,2017-11-16,1
649,1007,18,16,1615,2017-11-1,1
650,1088,2,4,1557,2017-11-22,0
651,1052,20,4,206,2017-5-28,1
652,103,19,2,988,2017-4-26,1
653,314,17,2,1719,2017-3-12,0
654,527,17,19,675,2017-12-14,1
655,1232,16,6,743,2017-1-21,0
656,26,2,2,459,2017-2-9,1
657,604,8,15,1373,2017-7-19,0
658,279,23,12,1006,2017-5-24,0
659,655,3,14,1168,2017-6-9,0
660,558,12,8,607,2017-9-26,1
661,559,9,19,1842,2017-11-1,0
662,429,13,10,1877,2017-12-28,1
663,48,9,17,303,2017-8-9,1
664,1474,7,16,1095,2017-8-1,0
665,1192,11,18,1091,2017-1-28,1
666,504,17,4,1189,2017-11-6,0
667,350,22,13,1645,2017-9-4,1
668,16,21,6,1173,2017-8-27,0
669,556,19,13,401,2017-2-12,0
670,244,13,16,688,2017-8-28,1
671,22,20,14,1153,2017-9-20,0
672,1699,6,10,1824,2017-2-20,1
673,1244,9,13,1084,2017-1-23,0
674,1598,2,19,872,2017-4-21,1
675,1533,18,4,1291,2017-10-1,1
676,288,2,17,628,2017-3-2,0
677,1453,4,9,571,2017-4-26,0
678,1619,14,9,427,2017-6-4,1
679,1097,13,7,1990,2017-3-16,1
680,573,23,17,1689,2017-9-9,1
681,1470,11,9,1337,2017-2-14,1
682,259,9,1,238,2017-11-3,1
683,1805,15,12,234,2017-11-23,1
684,513,21,14,510,2017-10-7,0
685,482,1,8,1848,2017-6-7,0
686,1352,13,7,1394,2017-8-1,0
687,1703,7,20,930,2017-5-14,0
688,756,15,3,534,2017-9-19,1
689,474,20,7,818,2017-4-2,0
690,1808,2,9,1647,2017-8-27,0
691,1464,7,3,1247,2017-10-8,1
692,1082,8,5,1462,2017-6-19,1
693,1106,11,4,1449,2017-6-11,0
694,24,11,4,1543,2017-6-14,1
695,1467,5,8,501,2017-9-10,0
696,1881,17,16,1972,2017-2-9,1
697,1492,20,3,520,2017-2-28,1
698,1850,5,4,210,2017-6-16,1
